source_file,title,disposition,detail,destination,archived_to
hpcaitech Open-Sora Open-Sora Democratizing Effici c76bffda985e43e29f248ac8b57e395b.md,hpcaitech/Open-Sora: Open-Sora: Democratizing Efficient Video Production for All,ingested-substantive-note,,Notes/Notion-Dump/hpcaitech-open-sora-open-sora-democratizing-efficient-video-production-for-all.md,raw/notion-dump-ingest-archive/2026-07-16/Batch-04/hpcaitech Open-Sora Open-Sora Democratizing Effici c76bffda985e43e29f248ac8b57e395b.md
hustvl PixelHacker PixelHacker 2d9de3168cb149cc98a9a441def99326.md,hustvl/PixelHacker: PixelHacker,ingested-entity-card,,Knowledge/AI-Image-Midjourney/hustvl-pixelhacker-pixelhacker.md,raw/notion-dump-ingest-archive/2026-07-16/Batch-04/hustvl PixelHacker PixelHacker 2d9de3168cb149cc98a9a441def99326.md
iOS integration 176b4695a24d80c89406d4d9ae1c84c4.md,iOS integration,ingested-entity-card,,Knowledge/AI-Agents/ios-integration.md,raw/notion-dump-ingest-archive/2026-07-16/Batch-04/iOS integration 176b4695a24d80c89406d4d9ae1c84c4.md
jixiaozhong Sonic Official implementation of Sonic 5f3187e5095d4e0b9384225747da6581.md,"jixiaozhong/Sonic: Official implementation of ""Sonic: Shifting Focus to Global Audio Perception in Portrait Animation""",ingested-entity-card,,Knowledge/Audio-Fusion/jixiaozhong-sonic-official-implementation-of-sonic-shifting-focus-to-global-audio-perception-in-portrait-anima.md,raw/notion-dump-ingest-archive/2026-07-16/Batch-04/jixiaozhong Sonic Official implementation of Sonic 5f3187e5095d4e0b9384225747da6581.md
just-dub-it 335b4695a24d8195840bde28ddba1e9f.md,just-dub-it,ingested-entity-card,,Knowledge/Audio-Fusion/just-dub-it.md,raw/notion-dump-ingest-archive/2026-07-16/Batch-04/just-dub-it 335b4695a24d8195840bde28ddba1e9f.md
kasothaphie GenRecon 371b4695a24d81bfa2d0e48e4ae22ce4.md,kasothaphie/GenRecon,ingested-entity-card,,Knowledge/VFX/kasothaphie-genrecon.md,raw/notion-dump-ingest-archive/2026-07-16/Batch-04/kasothaphie GenRecon 371b4695a24d81bfa2d0e48e4ae22ce4.md
liuwei283 RealWonder 35bb4695a24d81b6b5f9f8c7c70170b9.md,liuwei283/RealWonder,ingested-entity-card,,Knowledge/AI-Image-Midjourney/liuwei283-realwonder.md,raw/notion-dump-ingest-archive/2026-07-16/Batch-04/liuwei283 RealWonder 35bb4695a24d81b6b5f9f8c7c70170b9.md
liuwei283 RealWonder 35bb4695a24d81ba99a2c8eb6ab71f60.md,liuwei283/RealWonder,duplicate-within-batch,same normalized title in current batch,,raw/notion-dump-ingest-archive/2026-07-16/Batch-04/liuwei283 RealWonder 35bb4695a24d81ba99a2c8eb6ab71f60.md
lizhe00 AnimatableGaussians Code of [CVPR 2024] An 4c370c7d8bf846d5816a118011ccef8b.md,"lizhe00/AnimatableGaussians: Code of [CVPR 2024] ""Animatable Gaussians: Learning Pose-dependent Gaussian Maps for High-fidelity Human Avatar Modeling""",ingested-substantive-note,,Notes/Notion-Dump/lizhe00-animatablegaussians-code-of-cvpr-2024-animatable-gaussians-learning-pose-dependent-gaussian-maps-for-h.md,raw/notion-dump-ingest-archive/2026-07-16/Batch-04/lizhe00 AnimatableGaussians Code of [CVPR 2024] An 4c370c7d8bf846d5816a118011ccef8b.md
lllyasviel Omost Your image is almost there! d2a60da775604b9e9d9ae46e2897502c.md,lllyasviel/Omost: Your image is almost there!,ingested-substantive-note,,Notes/Notion-Dump/lllyasviel-omost-your-image-is-almost-there.md,raw/notion-dump-ingest-archive/2026-07-16/Batch-04/lllyasviel Omost Your image is almost there! d2a60da775604b9e9d9ae46e2897502c.md
mlfarinha pixlrelight 371b4695a24d810ca1fac98595ca2ffb.md,mlfarinha/pixlrelight,ingested-entity-card,,Knowledge/VFX/mlfarinha-pixlrelight.md,raw/notion-dump-ingest-archive/2026-07-16/Batch-04/mlfarinha pixlrelight 371b4695a24d810ca1fac98595ca2ffb.md
n8n Workflow — YouTube → Notion Pipeline 332b4695a24d814c8598d4afb4bed0a3.md,n8n Workflow — YouTube → Notion Pipeline,already-ingested,exact:Notes/n8n-YouTube-to-Notion.md,,raw/notion-dump-ingest-archive/2026-07-16/Batch-04/n8n Workflow — YouTube → Notion Pipeline 332b4695a24d814c8598d4afb4bed0a3.md
nari-labs dia fcf9aee310c4448ca1a0d45040acf3dc.md,nari-labs/dia,ingested-entity-card,,Knowledge/Audio-Fusion/nari-labs-dia.md,raw/notion-dump-ingest-archive/2026-07-16/Batch-04/nari-labs dia fcf9aee310c4448ca1a0d45040acf3dc.md
neilsonnn image-blaster 362b4695a24d81fbb8bddf65c5a99def.md,neilsonnn/image-blaster,ingested-entity-card,,Knowledge/AI-3D/neilsonnn-image-blaster.md,raw/notion-dump-ingest-archive/2026-07-16/Batch-04/neilsonnn image-blaster 362b4695a24d81fbb8bddf65c5a99def.md
