source_file,title,disposition,detail,destination,archived_to
Meshcapade The Digital Human Company 5eccf8742e264457acf19fdbc2e847ac.md,Meshcapade | The Digital Human Company,ingested-entity-card,,Knowledge/AI-Video/meshcapade-the-digital-human-company.md,raw/notion-dump-ingest-archive/2026-07-16/Batch-02/Meshcapade The Digital Human Company 5eccf8742e264457acf19fdbc2e847ac.md
Meta 3D AssetGen b3b944457a934222b07aaea1abd80ab0.md,Meta 3D AssetGen,already-ingested,word-match:Knowledge/AI-3D/Meta-3D-AssetGen.md:1.00,,raw/notion-dump-ingest-archive/2026-07-16/Batch-02/Meta 3D AssetGen b3b944457a934222b07aaea1abd80ab0.md
Midjourney's NEW Feature TRICKS f3b70190c9fa49598edfcb67227a9609.md,Midjourney's NEW Feature TRICKS,ingested-entity-card,,Knowledge/AI-Image-Midjourney/midjourney-s-new-feature-tricks.md,raw/notion-dump-ingest-archive/2026-07-16/Batch-02/Midjourney's NEW Feature TRICKS f3b70190c9fa49598edfcb67227a9609.md
MioTTS-Inference 335b4695a24d812795f8e8274da7d6ab.md,MioTTS-Inference,ingested-entity-card,,Knowledge/Audio-Fusion/miotts-inference.md,raw/notion-dump-ingest-archive/2026-07-16/Batch-02/MioTTS-Inference 335b4695a24d812795f8e8274da7d6ab.md
MoCha 2d3b4695a24d81c8a32ec72121ba8c47.md,MoCha,ingested-entity-card,,Knowledge/AI-Video/mocha.md,raw/notion-dump-ingest-archive/2026-07-16/Batch-02/MoCha 2d3b4695a24d81c8a32ec72121ba8c47.md
Moises App The Musician's App Vocal Remover & much 5754f676a37b4886bb958f8a63e6821d.md,Moises App: The Musician's App | Vocal Remover & much more,ingested-entity-card,,Knowledge/Audio-Fusion/moises-app-the-musician-s-app-vocal-remover-and-much-more.md,raw/notion-dump-ingest-archive/2026-07-16/Batch-02/Moises App The Musician's App Vocal Remover & much 5754f676a37b4886bb958f8a63e6821d.md
MotionLCM Real-time Controllable Motion Generation 8361415ff9da4e6f90fc63143069919c.md,MotionLCM: Real-time Controllable Motion Generation via Latent Consistency Model - YouTube - Wenxun Dai,ingested-entity-card,,Knowledge/AI-Video/motionlcm-real-time-controllable-motion-generation-via-latent-consistency-model-youtube-wenxun-dai.md,raw/notion-dump-ingest-archive/2026-07-16/Batch-02/MotionLCM Real-time Controllable Motion Generation 8361415ff9da4e6f90fc63143069919c.md
MotionLCM Real-time Controllable Motion Generation f3ae724e38f543958a9bf1b69cc930aa.md,MotionLCM: Real-time Controllable Motion Generation via Latent Consistency Model,already-ingested,word-match:Knowledge/AI-Video/motionlcm-real-time-controllable-motion-generation-via-latent-consistency-model-youtube-wenxun-dai.md:1.00,,raw/notion-dump-ingest-archive/2026-07-16/Batch-02/MotionLCM Real-time Controllable Motion Generation f3ae724e38f543958a9bf1b69cc930aa.md
MotionStream 2adb4695a24d81b99df2fb9b9a1132f1.md,MotionStream,ingested-entity-card,,Knowledge/VFX/motionstream.md,raw/notion-dump-ingest-archive/2026-07-16/Batch-02/MotionStream 2adb4695a24d81b99df2fb9b9a1132f1.md
Move AI cf6d0163c0b44598955391ad9180a65c.md,Move AI,already-ingested,exact:Knowledge/Motion-Capture/move-ai.md,,raw/notion-dump-ingest-archive/2026-07-16/Batch-02/Move AI cf6d0163c0b44598955391ad9180a65c.md
Mureka 0b6e6ff2578b49da8ffa2df2f4f829b0.md,Mureka,ingested-entity-card,,Knowledge/Audio-Fusion/mureka.md,raw/notion-dump-ingest-archive/2026-07-16/Batch-02/Mureka 0b6e6ff2578b49da8ffa2df2f4f829b0.md
"My Productivity Strategy to Reset, Get Unstuck, an 181b4695a24d815c8e05f53ff78053fe.md","My Productivity Strategy to Reset, Get Unstuck, and Focus on the Right Things",excluded-nontechnical,personal/lifestyle item; archived without knowledge card,,"raw/notion-dump-ingest-archive/2026-07-16/Batch-02/My Productivity Strategy to Reset, Get Unstuck, an 181b4695a24d815c8e05f53ff78053fe.md"
NAVA 379b4695a24d810d8d2ed633fd439248.md,NAVA,already-ingested,exact:Knowledge/AI-Audio/nava.md,,raw/notion-dump-ingest-archive/2026-07-16/Batch-02/NAVA 379b4695a24d810d8d2ed633fd439248.md
NAVA 379b4695a24d81cdb7d9e69b8688064f.md,NAVA,already-ingested,exact:Knowledge/AI-Audio/nava.md,,raw/notion-dump-ingest-archive/2026-07-16/Batch-02/NAVA 379b4695a24d81cdb7d9e69b8688064f.md
NAVA 379b4695a24d81cfb695df145d872bb1.md,NAVA,already-ingested,exact:Knowledge/AI-Audio/nava.md,,raw/notion-dump-ingest-archive/2026-07-16/Batch-02/NAVA 379b4695a24d81cfb695df145d872bb1.md
